browser,context,dataset,size,querytime,pageload,d3,pagesum
Firefox,access,LogMarkov2,2884962,569.83,910.60,52.46,963.06
Firefox,access,LogMarkov2,2884962,569.83,910.60,52.46,963.06
Firefox,access,LogMarkov2,2884962,585.13,1072.22,57.33,1129.55
Firefox,access,LogMarkov2,2884962,583.47,1074.26,61.15,1135.42
Firefox,access,LogMarkov2,2884962,674.84,1085.72,56.37,1142.10
Firefox,access,LogMarkov2,2884962,601.86,1008.13,55.55,1063.68
Firefox,access,LogMarkov2,2884962,641.63,938.39,52.72,991.11
Firefox,access,LogMarkov2,2884962,595.60,884.36,59.14,943.50
Firefox,access,LogMarkov2,2884962,630.68,1058.68,53.44,1112.13
Firefox,access,LogMarkov2,2884962,597.83,1054.41,53.35,1107.76
Firefox,access,LogMarkov2,2884962,624.42,1059.21,54.81,1114.02
Firefox,access,LogMarkov2,2884962,644.34,1102.44,54.82,1157.26
Firefox,access,LogMarkov2,2884962,587.25,1010.61,52.92,1063.53
Firefox,access,LogMarkov2,2884962,628.80,1115.36,55.52,1170.88
Firefox,access,LogMarkov2,2884962,593.27,1026.35,53.36,1079.71
Firefox,access,LogMarkov2,2884962,616.58,1089.45,54.49,1143.94
Firefox,access,LogMarkov2,2884962,601.89,888.44,54.46,942.90
Firefox,access,LogMarkov2,2884962,590.29,984.29,54.72,1039.01
Firefox,access,LogMarkov2,2884962,625.85,1129.61,54.45,1184.07
Firefox,access,LogMarkov2,2884962,609.16,1084.29,54.29,1138.58
Firefox,access,LogMarkov2,2884962,609.16,1084.29,54.29,1138.58
Firefox,access,LogMarkov2,2884962,642.58,1134.88,291.64,1426.51
Firefox,access,LogMarkov2,2884962,723.27,1122.78,291.41,1414.19
Firefox,access,LogMarkov2,2884962,617.34,1034.13,290.07,1324.20
Firefox,access,LogMarkov2,2884962,625.87,1091.54,298.52,1390.06
Firefox,access,LogMarkov2,2884962,623.79,1071.34,289.50,1360.83
Firefox,access,LogMarkov2,2884962,634.94,960.79,298.25,1259.04
Firefox,access,LogMarkov2,2884962,588.54,1138.37,329.84,1468.21
Firefox,access,LogMarkov2,2884962,620.91,1110.38,287.95,1398.33
Firefox,access,LogMarkov2,2884962,613.48,1107.45,293.67,1401.12
Firefox,access,LogMarkov2,2884962,568.20,832.93,300.46,1133.39
Firefox,access,LogMarkov2,2884962,592.42,1067.43,304.09,1371.53
Firefox,access,LogMarkov2,2884962,592.42,1067.43,304.09,1371.53
Firefox,access,LogMarkov2,2884962,642.00,1113.99,294.31,1408.30
Firefox,access,LogMarkov2,2884962,642.00,1113.99,294.31,1408.30
Firefox,access,LogMarkov2,2884962,579.82,1045.85,779.96,1825.82
Firefox,access,LogMarkov2,2884962,586.33,1120.39,2908.75,4029.14
Firefox,access,LogMarkov2,2884962,627.87,1063.18,965.37,2028.54
Firefox,access,LogMarkov2,2884962,672.11,1095.13,290.61,1385.74
Firefox,access,LogMarkov2,2884962,615.98,1071.29,23493.05,24564.34
Firefox,access,LogMarkov2,2884962,572.29,941.68,4167.65,5109.33
Firefox,access,LogMarkov2,2884962,572.29,941.68,4167.65,5109.33
Firefox,access,LogMarkov2,4070,291.44,626.77,854.18,1480.95
Firefox,access,LogMarkov2,4070,291.44,626.77,854.18,1480.95
Firefox,access,LogMarkov2,96802,760.59,5190.98,1780.25,6971.23
Firefox,watching-total-peaks,LogMarkov2,233576,136.88,12490.25,22251.49,34741.74
Firefox,watching-total-peaks,LogMarkov2,38982,181.20,62411.87,221.28,62633.15
Firefox,watching-total-peaks,LogMarkov2,54790,196.85,100638.36,803.00,101441.36
Firefox,watching-total-peaks,LogMarkov2,51254,249.42,140059.28,762.25,140821.53
Firefox,watching-total-peaks,LogMarkov2,233576,136.88,12490.25,22251.49,34741.74
Firefox,watching-total-peaks,LogMarkov2,37334,167.51,163338.80,237.87,163576.67
Firefox,watching-total-peaks,LogMarkov2,38982,181.20,62411.87,221.28,62633.15
Firefox,watching-total-peaks,LogMarkov2,22080,182.45,184331.98,105.75,184437.73
Firefox,group-comparison,LogMarkov2,3194780,226.19,4355.74,80.38,4436.13
Firefox,group-comparison,LogExt2,966186,776.74,828.86,88.24,917.10
Firefox,interaction-forwardbackward,LogExt2,303106,179.13,311.56,418.99,730.55
Firefox,interaction-forwardbackward,LogExt2,341714,171.41,4257.45,415.18,4672.63
Firefox,interaction-forwardbackward,LogExt2,1210482,272.32,8698.44,1374.64,10073.08
Firefox,interaction-forwardbackward,LogExt2,167968,152.56,12223.32,207.91,12431.24
Firefox,interaction-forwardbackward,LogExt2,244210,165.26,14548.49,303.22,14851.70
Firefox,interaction-forwardbackward,LogExt2,335118,163.47,16649.70,388.68,17038.38
Firefox,interaction-forwardbackward,LogExt2,227360,142.48,18256.34,276.15,18532.49
Firefox,interaction-forwardbackward,LogExt2,82708,128.77,19679.99,123.95,19803.94
Firefox,interaction-forwardbackward,LogExt2,7634,118.60,21705.82,25.66,21731.48
Firefox,interaction-forwardbackward,LogExt2,303106,164.21,307.77,427.55,735.32
Firefox,interaction-forwardbackward,LogExt2,341714,162.41,1094.80,421.82,1516.61
Firefox,interaction-forwardbackward,LogExt2,322780,152.10,5070.60,368.94,5439.53
Firefox,interaction-forwardbackward,LogExt2,242964,151.58,16364.78,338.90,16703.68
Firefox,interaction-forwardbackward,LogExt2,303106,176.64,296.14,433.93,730.07
Firefox,watching-rewatching,LogExt2,256610,169.75,1777.41,529.10,2306.51
Firefox,watching-rewatching,LogExt2,0,137.09,8683.55,0.01,8683.57
Firefox,watching-rewatching,LogExt2,0,135.25,20227.33,0.01,20227.33
Firefox,watching-rewatching,LogExt2,256610,170.98,904.02,540.30,1444.32
Firefox,watching-rewatching,LogExt2,0,152.68,5018.76,0.02,5018.77
Firefox,watching-rewatching,LogExt2,256610,178.23,1989.69,528.46,2518.15
Firefox,watching-rewatching,LogExt2,256610,162.54,11644.10,634.04,12278.14
Firefox,access,LogExt2,13806,751.67,1254.19,1049.34,2303.53
Firefox,watching-total-peaks,LogExt2,54342,397.46,1267.53,1396.36,2663.89
Firefox,watching-total-peaks,LogExt2,53542,285.69,8962.39,1363.58,10325.98
Firefox,watching-total-peaks,LogExt2,44342,244.47,14401.80,1176.52,15578.33
Firefox,watching-total-peaks,LogExt2,54262,248.58,19080.42,1411.30,20491.72
Firefox,watching-total-peaks,LogExt2,53462,250.07,22342.07,1444.79,23786.85
Firefox,watching-total-peaks,LogExt2,49542,235.42,25918.06,1365.60,27283.65
Firefox,watching-total-peaks,LogExt2,43622,291.33,31177.12,726.05,31903.17
Firefox,watching-total-peaks,LogExt2,35942,247.26,35051.60,691.92,35743.52
Firefox,watching-total-peaks,LogExt2,53462,218.22,37523.58,881.74,38405.32
Firefox,watching-total-peaks,LogExt2,53462,223.89,127506.23,1376.53,128882.76
Firefox,watching-total-peaks,LogExt2,54342,397.46,1267.53,1396.36,2663.89
Firefox,watching-total-peaks,LogExt2,53542,285.69,8962.39,1363.58,10325.98
Firefox,watching-total-peaks,LogExt2,44342,244.47,14401.80,1176.52,15578.33
Firefox,watching-total-peaks,LogExt2,54262,248.58,19080.42,1411.30,20491.72
Firefox,watching-total-peaks,LogExt2,53462,250.07,22342.07,1444.79,23786.85
Firefox,watching-total-peaks,LogExt2,49542,235.42,25918.06,1365.60,27283.65
Firefox,watching-total-peaks,LogExt2,43622,291.33,31177.12,726.05,31903.17
Firefox,watching-total-peaks,LogExt2,35942,247.26,35051.60,691.92,35743.52
Firefox,watching-total-peaks,LogExt2,53462,218.22,37523.58,881.74,38405.32
Firefox,watching-total-peaks,LogExt2,53462,223.89,127506.23,1376.53,128882.76
Firefox,access,LogIWRM,494882,822.71,973.16,2011.38,2984.54
Firefox,watching-rewatching,LogIWRM,157888,235.84,1959.48,10217.56,12177.04
Firefox,watching-rewatching,LogIWRM,157888,261.44,2470.80,10436.60,12907.40
Firefox,interaction-forwardbackward,LogIWRM,25532,252.14,281.24,824.62,1105.86
Firefox,interaction-forwardbackward,LogIWRM,25532,230.20,265.14,796.72,1061.86
Firefox,group-comparison,LogIWRM,2190642,872.17,974.20,35.62,1009.82
Firefox,watching-total-peaks,LogExt2,54342,346.58,785.08,505.98,1291.06
Firefox,watching-total-peaks,LogExt2,54342,261.75,4352.38,457.74,4810.12
Firefox,watching-total-peaks,LogExt2,60742,267.06,8580.48,524.04,9104.52
Firefox,watching-total-peaks,LogExt2,54342,288.61,12069.10,447.14,12516.24
Firefox,watching-total-peaks,LogExt2,54342,346.58,785.08,505.98,1291.06
Firefox,watching-total-peaks,LogExt2,54342,261.75,4352.38,457.74,4810.12
Firefox,watching-total-peaks,LogExt2,60742,267.06,8580.48,524.04,9104.52
Firefox,watching-total-peaks,LogExt2,54342,288.61,12069.10,447.14,12516.24
